Public ID,Organization,Availability,System Name (click + for details),# of Nodes,Processor,Accelerator,# of Accelerators,Benchmark,Model MLC,Scenario,Units,Valid / Invalid,# of Accelerators,# of Nodes,Accelerator,Availability,Host Processor Core Count,Processor,Avg. Result at System Name
5.0-0047,HPE,available,HPE ProLiant Compute DL380a Gen12 (8x L40S-PCIe-48GB TensorRT),1,Intel(R) Xeon(R) 6740E,NVIDIA L40S,8,Inference,llama2-70b-99.9,Offline,Tokens/s,,8,1,NVIDIA L40S,available,96,Intel(R) Xeon(R) 6740E,3655.89
5.0-0047,HPE,available,HPE ProLiant Compute DL380a Gen12 (8x L40S-PCIe-48GB TensorRT),1,Intel(R) Xeon(R) 6740E,NVIDIA L40S,8,Inference,llama2-70b-99.9,Server,Tokens/s,,8,1,NVIDIA L40S,available,96,Intel(R) Xeon(R) 6740E,3181.65
5.0-0048,Intel,available,1-node-2S-GNR_128C,1,INTEL(R) XEON(R) 6980P,N/A,0,Inference,3d-unet-99,Offline,Samples/s,,0,1,N/A,available,128,INTEL(R) XEON(R) 6980P,3.65441
5.0-0048,Intel,available,1-node-2S-GNR_128C,1,INTEL(R) XEON(R) 6980P,N/A,0,Inference,3d-unet-99.9,Offline,Samples/s,,0,1,N/A,available,128,INTEL(R) XEON(R) 6980P,3.65441
5.0-0048,Intel,available,1-node-2S-GNR_128C,1,INTEL(R) XEON(R) 6980P,N/A,0,Inference,dlrm-v2-99,Offline,Samples/s,,0,1,N/A,available,128,INTEL(R) XEON(R) 6980P,18686.1
5.0-0048,Intel,available,1-node-2S-GNR_128C,1,INTEL(R) XEON(R) 6980P,N/A,0,Inference,dlrm-v2-99,Server,Queries/s,,0,1,N/A,available,128,INTEL(R) XEON(R) 6980P,18177
5.0-0048,Intel,available,1-node-2S-GNR_128C,1,INTEL(R) XEON(R) 6980P,N/A,0,Inference,dlrm-v2-99.9,Offline,Samples/s,,0,1,N/A,available,128,INTEL(R) XEON(R) 6980P,18686.1
5.0-0048,Intel,available,1-node-2S-GNR_128C,1,INTEL(R) XEON(R) 6980P,N/A,0,Inference,dlrm-v2-99.9,Server,Queries/s,,0,1,N/A,available,128,INTEL(R) XEON(R) 6980P,18177
5.0-0048,Intel,available,1-node-2S-GNR_128C,1,INTEL(R) XEON(R) 6980P,N/A,0,Inference,gptj-99,Offline,Tokens/s,,0,1,N/A,available,128,INTEL(R) XEON(R) 6980P,516.767
5.0-0048,Intel,available,1-node-2S-GNR_128C,1,INTEL(R) XEON(R) 6980P,N/A,0,Inference,gptj-99,Server,Tokens/s,,0,1,N/A,available,128,INTEL(R) XEON(R) 6980P,265.055
5.0-0048,Intel,available,1-node-2S-GNR_128C,1,INTEL(R) XEON(R) 6980P,N/A,0,Inference,gptj-99.9,Offline,Tokens/s,,0,1,N/A,available,128,INTEL(R) XEON(R) 6980P,516.767
5.0-0048,Intel,available,1-node-2S-GNR_128C,1,INTEL(R) XEON(R) 6980P,N/A,0,Inference,gptj-99.9,Server,Tokens/s,,0,1,N/A,available,128,INTEL(R) XEON(R) 6980P,265.055
5.0-0048,Intel,available,1-node-2S-GNR_128C,1,INTEL(R) XEON(R) 6980P,N/A,0,Inference,resnet,Offline,Samples/s,,0,1,N/A,available,128,INTEL(R) XEON(R) 6980P,45530.4
5.0-0048,Intel,available,1-node-2S-GNR_128C,1,INTEL(R) XEON(R) 6980P,N/A,0,Inference,resnet,Server,Queries/s,,0,1,N/A,available,128,INTEL(R) XEON(R) 6980P,40184.8
5.0-0048,Intel,available,1-node-2S-GNR_128C,1,INTEL(R) XEON(R) 6980P,N/A,0,Inference,retinanet,Offline,Samples/s,,0,1,N/A,available,128,INTEL(R) XEON(R) 6980P,713.766
5.0-0048,Intel,available,1-node-2S-GNR_128C,1,INTEL(R) XEON(R) 6980P,N/A,0,Inference,retinanet,Server,Queries/s,,0,1,N/A,available,128,INTEL(R) XEON(R) 6980P,580.882
5.0-0048,Intel,available,1-node-2S-GNR_128C,1,INTEL(R) XEON(R) 6980P,N/A,0,Inference,rgat,Offline,Samples/s,,0,1,N/A,available,128,INTEL(R) XEON(R) 6980P,24598.2
5.0-0049,Lambda,available,NVIDIA H200 (8x H200-SXM-141GB TensorRT),1,Intel(R) Xeon(R) Platinum 8480C,NVIDIA H200-SXM-141GB,8,Inference,dlrm-v2-99,Offline,Samples/s,,8,1,NVIDIA H200-SXM-141GB,available,56,Intel(R) Xeon(R) Platinum 8480C,643756
5.0-0049,Lambda,available,NVIDIA H200 (8x H200-SXM-141GB TensorRT),1,Intel(R) Xeon(R) Platinum 8480C,NVIDIA H200-SXM-141GB,8,Inference,dlrm-v2-99,Server,Queries/s,,8,1,NVIDIA H200-SXM-141GB,available,56,Intel(R) Xeon(R) Platinum 8480C,585164
5.0-0049,Lambda,available,NVIDIA H200 (8x H200-SXM-141GB TensorRT),1,Intel(R) Xeon(R) Platinum 8480C,NVIDIA H200-SXM-141GB,8,Inference,dlrm-v2-99.9,Offline,Samples/s,,8,1,NVIDIA H200-SXM-141GB,available,56,Intel(R) Xeon(R) Platinum 8480C,386569
5.0-0049,Lambda,available,NVIDIA H200 (8x H200-SXM-141GB TensorRT),1,Intel(R) Xeon(R) Platinum 8480C,NVIDIA H200-SXM-141GB,8,Inference,dlrm-v2-99.9,Server,Queries/s,,8,1,NVIDIA H200-SXM-141GB,available,56,Intel(R) Xeon(R) Platinum 8480C,370055
5.0-0049,Lambda,available,NVIDIA H200 (8x H200-SXM-141GB TensorRT),1,Intel(R) Xeon(R) Platinum 8480C,NVIDIA H200-SXM-141GB,8,Inference,gptj-99,Offline,Tokens/s,,8,1,NVIDIA H200-SXM-141GB,available,56,Intel(R) Xeon(R) Platinum 8480C,21448.4
5.0-0049,Lambda,available,NVIDIA H200 (8x H200-SXM-141GB TensorRT),1,Intel(R) Xeon(R) Platinum 8480C,NVIDIA H200-SXM-141GB,8,Inference,gptj-99,Server,Tokens/s,,8,1,NVIDIA H200-SXM-141GB,available,56,Intel(R) Xeon(R) Platinum 8480C,21543.9
5.0-0049,Lambda,available,NVIDIA H200 (8x H200-SXM-141GB TensorRT),1,Intel(R) Xeon(R) Platinum 8480C,NVIDIA H200-SXM-141GB,8,Inference,gptj-99.9,Offline,Tokens/s,,8,1,NVIDIA H200-SXM-141GB,available,56,Intel(R) Xeon(R) Platinum 8480C,21448.4
5.0-0049,Lambda,available,NVIDIA H200 (8x H200-SXM-141GB TensorRT),1,Intel(R) Xeon(R) Platinum 8480C,NVIDIA H200-SXM-141GB,8,Inference,gptj-99.9,Server,Tokens/s,,8,1,NVIDIA H200-SXM-141GB,available,56,Intel(R) Xeon(R) Platinum 8480C,21543.9
5.0-0049,Lambda,available,NVIDIA H200 (8x H200-SXM-141GB TensorRT),1,Intel(R) Xeon(R) Platinum 8480C,NVIDIA H200-SXM-141GB,8,Inference,llama2-70b-99,Offline,Tokens/s,,8,1,NVIDIA H200-SXM-141GB,available,56,Intel(R) Xeon(R) Platinum 8480C,35385.1
5.0-0049,Lambda,available,NVIDIA H200 (8x H200-SXM-141GB TensorRT),1,Intel(R) Xeon(R) Platinum 8480C,NVIDIA H200-SXM-141GB,8,Inference,llama2-70b-99,Server,Tokens/s,,8,1,NVIDIA H200-SXM-141GB,available,56,Intel(R) Xeon(R) Platinum 8480C,33045.32
5.0-0049,Lambda,available,NVIDIA H200 (8x H200-SXM-141GB TensorRT),1,Intel(R) Xeon(R) Platinum 8480C,NVIDIA H200-SXM-141GB,8,Inference,llama2-70b-99.9,Offline,Tokens/s,,8,1,NVIDIA H200-SXM-141GB,available,56,Intel(R) Xeon(R) Platinum 8480C,35385.1
5.0-0049,Lambda,available,NVIDIA H200 (8x H200-SXM-141GB TensorRT),1,Intel(R) Xeon(R) Platinum 8480C,NVIDIA H200-SXM-141GB,8,Inference,llama2-70b-99.9,Server,Tokens/s,,8,1,NVIDIA H200-SXM-141GB,available,56,Intel(R) Xeon(R) Platinum 8480C,33045.32
5.0-0049,Lambda,available,NVIDIA H200 (8x H200-SXM-141GB TensorRT),1,Intel(R) Xeon(R) Platinum 8480C,NVIDIA H200-SXM-141GB,8,Inference,llama2-70b-interactive-99,Offline,Samples/s,,8,1,NVIDIA H200-SXM-141GB,available,56,Intel(R) Xeon(R) Platinum 8480C,35409.4
5.0-0049,Lambda,available,NVIDIA H200 (8x H200-SXM-141GB TensorRT),1,Intel(R) Xeon(R) Platinum 8480C,NVIDIA H200-SXM-141GB,8,Inference,llama2-70b-interactive-99,Server,Queries/s,,8,1,NVIDIA H200-SXM-141GB,available,56,Intel(R) Xeon(R) Platinum 8480C,19381
5.0-0049,Lambda,available,NVIDIA H200 (8x H200-SXM-141GB TensorRT),1,Intel(R) Xeon(R) Platinum 8480C,NVIDIA H200-SXM-141GB,8,Inference,llama2-70b-interactive-99.9,Offline,Samples/s,,8,1,NVIDIA H200-SXM-141GB,available,56,Intel(R) Xeon(R) Platinum 8480C,35409.4
5.0-0049,Lambda,available,NVIDIA H200 (8x H200-SXM-141GB TensorRT),1,Intel(R) Xeon(R) Platinum 8480C,NVIDIA H200-SXM-141GB,8,Inference,llama2-70b-interactive-99.9,Server,Queries/s,,8,1,NVIDIA H200-SXM-141GB,available,56,Intel(R) Xeon(R) Platinum 8480C,19381
5.0-0050,Lenovo,available,ThinkSystem SR650a V4 (4x H100-NVL-94GB TensorRT),1,Intel(R) Xeon(R) 6787P,NVIDIA H100-NVL-94GB,4,Inference,3d-unet-99,Offline,Samples/s,,4,1,NVIDIA H100-NVL-94GB,available,86,Intel(R) Xeon(R) 6787P,22.4274
5.0-0050,Lenovo,available,ThinkSystem SR650a V4 (4x H100-NVL-94GB TensorRT),1,Intel(R) Xeon(R) 6787P,NVIDIA H100-NVL-94GB,4,Inference,3d-unet-99.9,Offline,Samples/s,,4,1,NVIDIA H100-NVL-94GB,available,86,Intel(R) Xeon(R) 6787P,22.4274
5.0-0050,Lenovo,available,ThinkSystem SR650a V4 (4x H100-NVL-94GB TensorRT),1,Intel(R) Xeon(R) 6787P,NVIDIA H100-NVL-94GB,4,Inference,gptj-99,Offline,Tokens/s,,4,1,NVIDIA H100-NVL-94GB,available,86,Intel(R) Xeon(R) 6787P,7705.97
5.0-0050,Lenovo,available,ThinkSystem SR650a V4 (4x H100-NVL-94GB TensorRT),1,Intel(R) Xeon(R) 6787P,NVIDIA H100-NVL-94GB,4,Inference,gptj-99,Server,Tokens/s,,4,1,NVIDIA H100-NVL-94GB,available,86,Intel(R) Xeon(R) 6787P,6773.87
5.0-0050,Lenovo,available,ThinkSystem SR650a V4 (4x H100-NVL-94GB TensorRT),1,Intel(R) Xeon(R) 6787P,NVIDIA H100-NVL-94GB,4,Inference,gptj-99.9,Offline,Tokens/s,,4,1,NVIDIA H100-NVL-94GB,available,86,Intel(R) Xeon(R) 6787P,7705.97
5.0-0050,Lenovo,available,ThinkSystem SR650a V4 (4x H100-NVL-94GB TensorRT),1,Intel(R) Xeon(R) 6787P,NVIDIA H100-NVL-94GB,4,Inference,gptj-99.9,Server,Tokens/s,,4,1,NVIDIA H100-NVL-94GB,available,86,Intel(R) Xeon(R) 6787P,6773.87
5.0-0050,Lenovo,available,ThinkSystem SR650a V4 (4x H100-NVL-94GB TensorRT),1,Intel(R) Xeon(R) 6787P,NVIDIA H100-NVL-94GB,4,Inference,mixtral-8x7b,Offline,Tokens/s,,4,1,NVIDIA H100-NVL-94GB,available,86,Intel(R) Xeon(R) 6787P,19500.9
5.0-0050,Lenovo,available,ThinkSystem SR650a V4 (4x H100-NVL-94GB TensorRT),1,Intel(R) Xeon(R) 6787P,NVIDIA H100-NVL-94GB,4,Inference,mixtral-8x7b,Server,Tokens/s,,4,1,NVIDIA H100-NVL-94GB,available,86,Intel(R) Xeon(R) 6787P,19334.9
5.0-0050,Lenovo,available,ThinkSystem SR650a V4 (4x H100-NVL-94GB TensorRT),1,Intel(R) Xeon(R) 6787P,NVIDIA H100-NVL-94GB,4,Inference,resnet,Offline,Samples/s,,4,1,NVIDIA H100-NVL-94GB,available,86,Intel(R) Xeon(R) 6787P,278849
5.0-0050,Lenovo,available,ThinkSystem SR650a V4 (4x H100-NVL-94GB TensorRT),1,Intel(R) Xeon(R) 6787P,NVIDIA H100-NVL-94GB,4,Inference,resnet,Server,Queries/s,,4,1,NVIDIA H100-NVL-94GB,available,86,Intel(R) Xeon(R) 6787P,265225
5.0-0050,Lenovo,available,ThinkSystem SR650a V4 (4x H100-NVL-94GB TensorRT),1,Intel(R) Xeon(R) 6787P,NVIDIA H100-NVL-94GB,4,Inference,retinanet,Offline,Samples/s,,4,1,NVIDIA H100-NVL-94GB,available,86,Intel(R) Xeon(R) 6787P,5486.96
5.0-0050,Lenovo,available,ThinkSystem SR650a V4 (4x H100-NVL-94GB TensorRT),1,Intel(R) Xeon(R) 6787P,NVIDIA H100-NVL-94GB,4,Inference,retinanet,Server,Queries/s,,4,1,NVIDIA H100-NVL-94GB,available,86,Intel(R) Xeon(R) 6787P,5277.74
5.0-0050,Lenovo,available,ThinkSystem SR650a V4 (4x H100-NVL-94GB TensorRT),1,Intel(R) Xeon(R) 6787P,NVIDIA H100-NVL-94GB,4,Inference,stable-diffusion-xl,Offline,Samples/s,,4,1,NVIDIA H100-NVL-94GB,available,86,Intel(R) Xeon(R) 6787P,6.45611
5.0-0050,Lenovo,available,ThinkSystem SR650a V4 (4x H100-NVL-94GB TensorRT),1,Intel(R) Xeon(R) 6787P,NVIDIA H100-NVL-94GB,4,Inference,stable-diffusion-xl,Server,Queries/s,,4,1,NVIDIA H100-NVL-94GB,available,86,Intel(R) Xeon(R) 6787P,5.9023
5.0-0051,Lenovo,available,ThinkSystem SR680a V3(8x H200-SXM-141GB TensorRT),1,INTEL(R) XEON(R) PLATINUM 8568Y+,NVIDIA H200-SXM-141GB,8,Inference,3d-unet-99,Offline,Samples/s,,8,1,NVIDIA H200-SXM-141GB,available,48,INTEL(R) XEON(R) PLATINUM 8568Y+,54.6628
5.0-0051,Lenovo,available,ThinkSystem SR680a V3(8x H200-SXM-141GB TensorRT),1,INTEL(R) XEON(R) PLATINUM 8568Y+,NVIDIA H200-SXM-141GB,8,Inference,3d-unet-99.9,Offline,Samples/s,,8,1,NVIDIA H200-SXM-141GB,available,48,INTEL(R) XEON(R) PLATINUM 8568Y+,54.6628
5.0-0051,Lenovo,available,ThinkSystem SR680a V3(8x H200-SXM-141GB TensorRT),1,INTEL(R) XEON(R) PLATINUM 8568Y+,NVIDIA H200-SXM-141GB,8,Inference,gptj-99,Offline,Tokens/s,,8,1,NVIDIA H200-SXM-141GB,available,48,INTEL(R) XEON(R) PLATINUM 8568Y+,21513.3
5.0-0051,Lenovo,available,ThinkSystem SR680a V3(8x H200-SXM-141GB TensorRT),1,INTEL(R) XEON(R) PLATINUM 8568Y+,NVIDIA H200-SXM-141GB,8,Inference,gptj-99,Server,Tokens/s,,8,1,NVIDIA H200-SXM-141GB,available,48,INTEL(R) XEON(R) PLATINUM 8568Y+,21549.1
5.0-0051,Lenovo,available,ThinkSystem SR680a V3(8x H200-SXM-141GB TensorRT),1,INTEL(R) XEON(R) PLATINUM 8568Y+,NVIDIA H200-SXM-141GB,8,Inference,gptj-99.9,Offline,Tokens/s,,8,1,NVIDIA H200-SXM-141GB,available,48,INTEL(R) XEON(R) PLATINUM 8568Y+,21513.3
5.0-0051,Lenovo,available,ThinkSystem SR680a V3(8x H200-SXM-141GB TensorRT),1,INTEL(R) XEON(R) PLATINUM 8568Y+,NVIDIA H200-SXM-141GB,8,Inference,gptj-99.9,Server,Tokens/s,,8,1,NVIDIA H200-SXM-141GB,available,48,INTEL(R) XEON(R) PLATINUM 8568Y+,21549.1
5.0-0051,Lenovo,available,ThinkSystem SR680a V3(8x H200-SXM-141GB TensorRT),1,INTEL(R) XEON(R) PLATINUM 8568Y+,NVIDIA H200-SXM-141GB,8,Inference,llama2-70b-99,Offline,Tokens/s,,8,1,NVIDIA H200-SXM-141GB,available,48,INTEL(R) XEON(R) PLATINUM 8568Y+,35453
5.0-0051,Lenovo,available,ThinkSystem SR680a V3(8x H200-SXM-141GB TensorRT),1,INTEL(R) XEON(R) PLATINUM 8568Y+,NVIDIA H200-SXM-141GB,8,Inference,llama2-70b-99,Server,Tokens/s,,8,1,NVIDIA H200-SXM-141GB,available,48,INTEL(R) XEON(R) PLATINUM 8568Y+,32976.4
5.0-0051,Lenovo,available,ThinkSystem SR680a V3(8x H200-SXM-141GB TensorRT),1,INTEL(R) XEON(R) PLATINUM 8568Y+,NVIDIA H200-SXM-141GB,8,Inference,llama2-70b-99.9,Offline,Tokens/s,,8,1,NVIDIA H200-SXM-141GB,available,48,INTEL(R) XEON(R) PLATINUM 8568Y+,35453
5.0-0051,Lenovo,available,ThinkSystem SR680a V3(8x H200-SXM-141GB TensorRT),1,INTEL(R) XEON(R) PLATINUM 8568Y+,NVIDIA H200-SXM-141GB,8,Inference,llama2-70b-99.9,Server,Tokens/s,,8,1,NVIDIA H200-SXM-141GB,available,48,INTEL(R) XEON(R) PLATINUM 8568Y+,32976.4
5.0-0051,Lenovo,available,ThinkSystem SR680a V3(8x H200-SXM-141GB TensorRT),1,INTEL(R) XEON(R) PLATINUM 8568Y+,NVIDIA H200-SXM-141GB,8,Inference,llama2-70b-interactive-99,Offline,Samples/s,,8,1,NVIDIA H200-SXM-141GB,available,48,INTEL(R) XEON(R) PLATINUM 8568Y+,35383.8
5.0-0051,Lenovo,available,ThinkSystem SR680a V3(8x H200-SXM-141GB TensorRT),1,INTEL(R) XEON(R) PLATINUM 8568Y+,NVIDIA H200-SXM-141GB,8,Inference,llama2-70b-interactive-99,Server,Queries/s,,8,1,NVIDIA H200-SXM-141GB,available,48,INTEL(R) XEON(R) PLATINUM 8568Y+,19492.5
5.0-0051,Lenovo,available,ThinkSystem SR680a V3(8x H200-SXM-141GB TensorRT),1,INTEL(R) XEON(R) PLATINUM 8568Y+,NVIDIA H200-SXM-141GB,8,Inference,llama2-70b-interactive-99.9,Offline,Samples/s,,8,1,NVIDIA H200-SXM-141GB,available,48,INTEL(R) XEON(R) PLATINUM 8568Y+,35383.8
5.0-0051,Lenovo,available,ThinkSystem SR680a V3(8x H200-SXM-141GB TensorRT),1,INTEL(R) XEON(R) PLATINUM 8568Y+,NVIDIA H200-SXM-141GB,8,Inference,llama2-70b-interactive-99.9,Server,Queries/s,,8,1,NVIDIA H200-SXM-141GB,available,48,INTEL(R) XEON(R) PLATINUM 8568Y+,19492.5
5.0-0051,Lenovo,available,ThinkSystem SR680a V3(8x H200-SXM-141GB TensorRT),1,INTEL(R) XEON(R) PLATINUM 8568Y+,NVIDIA H200-SXM-141GB,8,Inference,mixtral-8x7b,Offline,Tokens/s,,8,1,NVIDIA H200-SXM-141GB,available,48,INTEL(R) XEON(R) PLATINUM 8568Y+,63446.7
5.0-0051,Lenovo,available,ThinkSystem SR680a V3(8x H200-SXM-141GB TensorRT),1,INTEL(R) XEON(R) PLATINUM 8568Y+,NVIDIA H200-SXM-141GB,8,Inference,mixtral-8x7b,Server,Tokens/s,,8,1,NVIDIA H200-SXM-141GB,available,48,INTEL(R) XEON(R) PLATINUM 8568Y+,61317.2
5.0-0051,Lenovo,available,ThinkSystem SR680a V3(8x H200-SXM-141GB TensorRT),1,INTEL(R) XEON(R) PLATINUM 8568Y+,NVIDIA H200-SXM-141GB,8,Inference,resnet,Offline,Samples/s,,8,1,NVIDIA H200-SXM-141GB,available,48,INTEL(R) XEON(R) PLATINUM 8568Y+,773300
5.0-0051,Lenovo,available,ThinkSystem SR680a V3(8x H200-SXM-141GB TensorRT),1,INTEL(R) XEON(R) PLATINUM 8568Y+,NVIDIA H200-SXM-141GB,8,Inference,resnet,Server,Queries/s,,8,1,NVIDIA H200-SXM-141GB,available,48,INTEL(R) XEON(R) PLATINUM 8568Y+,673220
5.0-0051,Lenovo,available,ThinkSystem SR680a V3(8x H200-SXM-141GB TensorRT),1,INTEL(R) XEON(R) PLATINUM 8568Y+,NVIDIA H200-SXM-141GB,8,Inference,retinanet,Offline,Samples/s,,8,1,NVIDIA H200-SXM-141GB,available,48,INTEL(R) XEON(R) PLATINUM 8568Y+,14785.2
5.0-0051,Lenovo,available,ThinkSystem SR680a V3(8x H200-SXM-141GB TensorRT),1,INTEL(R) XEON(R) PLATINUM 8568Y+,NVIDIA H200-SXM-141GB,8,Inference,retinanet,Server,Queries/s,,8,1,NVIDIA H200-SXM-141GB,available,48,INTEL(R) XEON(R) PLATINUM 8568Y+,13588.8
5.0-0051,Lenovo,available,ThinkSystem SR680a V3(8x H200-SXM-141GB TensorRT),1,INTEL(R) XEON(R) PLATINUM 8568Y+,NVIDIA H200-SXM-141GB,8,Inference,rgat,Offline,Samples/s,,8,1,NVIDIA H200-SXM-141GB,available,48,INTEL(R) XEON(R) PLATINUM 8568Y+,450144
5.0-0051,Lenovo,available,ThinkSystem SR680a V3(8x H200-SXM-141GB TensorRT),1,INTEL(R) XEON(R) PLATINUM 8568Y+,NVIDIA H200-SXM-141GB,8,Inference,stable-diffusion-xl,Offline,Samples/s,,8,1,NVIDIA H200-SXM-141GB,available,48,INTEL(R) XEON(R) PLATINUM 8568Y+,19.428
5.0-0051,Lenovo,available,ThinkSystem SR680a V3(8x H200-SXM-141GB TensorRT),1,INTEL(R) XEON(R) PLATINUM 8568Y+,NVIDIA H200-SXM-141GB,8,Inference,stable-diffusion-xl,Server,Queries/s,,8,1,NVIDIA H200-SXM-141GB,available,48,INTEL(R) XEON(R) PLATINUM 8568Y+,16.6765
5.0-0052,Lenovo,available,ThinkSystem SR675 V3 (4x H200-SXM-141GB TensorRT),1,AMD EPYC 9655 96-Core Processor,NVIDIA H200-SXM-141GB,4,Inference,3d-unet-99,Offline,Samples/s,,4,1,NVIDIA H200-SXM-141GB,available,96,AMD EPYC 9655 96-Core Processor,27.352
5.0-0052,Lenovo,available,ThinkSystem SR675 V3 (4x H200-SXM-141GB TensorRT),1,AMD EPYC 9655 96-Core Processor,NVIDIA H200-SXM-141GB,4,Inference,3d-unet-99.9,Offline,Samples/s,,4,1,NVIDIA H200-SXM-141GB,available,96,AMD EPYC 9655 96-Core Processor,27.352
5.0-0052,Lenovo,available,ThinkSystem SR675 V3 (4x H200-SXM-141GB TensorRT),1,AMD EPYC 9655 96-Core Processor,NVIDIA H200-SXM-141GB,4,Inference,gptj-99,Offline,Tokens/s,,4,1,NVIDIA H200-SXM-141GB,available,96,AMD EPYC 9655 96-Core Processor,10825.5
5.0-0052,Lenovo,available,ThinkSystem SR675 V3 (4x H200-SXM-141GB TensorRT),1,AMD EPYC 9655 96-Core Processor,NVIDIA H200-SXM-141GB,4,Inference,gptj-99,Server,Tokens/s,,4,1,NVIDIA H200-SXM-141GB,available,96,AMD EPYC 9655 96-Core Processor,10503.7
5.0-0052,Lenovo,available,ThinkSystem SR675 V3 (4x H200-SXM-141GB TensorRT),1,AMD EPYC 9655 96-Core Processor,NVIDIA H200-SXM-141GB,4,Inference,gptj-99.9,Offline,Tokens/s,,4,1,NVIDIA H200-SXM-141GB,available,96,AMD EPYC 9655 96-Core Processor,10825.5
5.0-0052,Lenovo,available,ThinkSystem SR675 V3 (4x H200-SXM-141GB TensorRT),1,AMD EPYC 9655 96-Core Processor,NVIDIA H200-SXM-141GB,4,Inference,gptj-99.9,Server,Tokens/s,,4,1,NVIDIA H200-SXM-141GB,available,96,AMD EPYC 9655 96-Core Processor,10503.7
5.0-0052,Lenovo,available,ThinkSystem SR675 V3 (4x H200-SXM-141GB TensorRT),1,AMD EPYC 9655 96-Core Processor,NVIDIA H200-SXM-141GB,4,Inference,llama2-70b-99,Offline,Tokens/s,,4,1,NVIDIA H200-SXM-141GB,available,96,AMD EPYC 9655 96-Core Processor,17654.1
5.0-0052,Lenovo,available,ThinkSystem SR675 V3 (4x H200-SXM-141GB TensorRT),1,AMD EPYC 9655 96-Core Processor,NVIDIA H200-SXM-141GB,4,Inference,llama2-70b-99,Server,Tokens/s,,4,1,NVIDIA H200-SXM-141GB,available,96,AMD EPYC 9655 96-Core Processor,14652.78
5.0-0052,Lenovo,available,ThinkSystem SR675 V3 (4x H200-SXM-141GB TensorRT),1,AMD EPYC 9655 96-Core Processor,NVIDIA H200-SXM-141GB,4,Inference,llama2-70b-99.9,Offline,Tokens/s,,4,1,NVIDIA H200-SXM-141GB,available,96,AMD EPYC 9655 96-Core Processor,17654.1
5.0-0052,Lenovo,available,ThinkSystem SR675 V3 (4x H200-SXM-141GB TensorRT),1,AMD EPYC 9655 96-Core Processor,NVIDIA H200-SXM-141GB,4,Inference,llama2-70b-99.9,Server,Tokens/s,,4,1,NVIDIA H200-SXM-141GB,available,96,AMD EPYC 9655 96-Core Processor,14652.78
5.0-0052,Lenovo,available,ThinkSystem SR675 V3 (4x H200-SXM-141GB TensorRT),1,AMD EPYC 9655 96-Core Processor,NVIDIA H200-SXM-141GB,4,Inference,mixtral-8x7b,Offline,Tokens/s,,4,1,NVIDIA H200-SXM-141GB,available,96,AMD EPYC 9655 96-Core Processor,31503.7
5.0-0052,Lenovo,available,ThinkSystem SR675 V3 (4x H200-SXM-141GB TensorRT),1,AMD EPYC 9655 96-Core Processor,NVIDIA H200-SXM-141GB,4,Inference,mixtral-8x7b,Server,Tokens/s,,4,1,NVIDIA H200-SXM-141GB,available,96,AMD EPYC 9655 96-Core Processor,29301.5
5.0-0052,Lenovo,available,ThinkSystem SR675 V3 (4x H200-SXM-141GB TensorRT),1,AMD EPYC 9655 96-Core Processor,NVIDIA H200-SXM-141GB,4,Inference,resnet,Offline,Samples/s,,4,1,NVIDIA H200-SXM-141GB,available,96,AMD EPYC 9655 96-Core Processor,378623
5.0-0052,Lenovo,available,ThinkSystem SR675 V3 (4x H200-SXM-141GB TensorRT),1,AMD EPYC 9655 96-Core Processor,NVIDIA H200-SXM-141GB,4,Inference,resnet,Server,Queries/s,,4,1,NVIDIA H200-SXM-141GB,available,96,AMD EPYC 9655 96-Core Processor,304031
5.0-0052,Lenovo,available,ThinkSystem SR675 V3 (4x H200-SXM-141GB TensorRT),1,AMD EPYC 9655 96-Core Processor,NVIDIA H200-SXM-141GB,4,Inference,retinanet,Offline,Samples/s,,4,1,NVIDIA H200-SXM-141GB,available,96,AMD EPYC 9655 96-Core Processor,7239.25
5.0-0052,Lenovo,available,ThinkSystem SR675 V3 (4x H200-SXM-141GB TensorRT),1,AMD EPYC 9655 96-Core Processor,NVIDIA H200-SXM-141GB,4,Inference,retinanet,Server,Queries/s,,4,1,NVIDIA H200-SXM-141GB,available,96,AMD EPYC 9655 96-Core Processor,6795.61
5.0-0052,Lenovo,available,ThinkSystem SR675 V3 (4x H200-SXM-141GB TensorRT),1,AMD EPYC 9655 96-Core Processor,NVIDIA H200-SXM-141GB,4,Inference,stable-diffusion-xl,Offline,Samples/s,,4,1,NVIDIA H200-SXM-141GB,available,96,AMD EPYC 9655 96-Core Processor,9.56261
5.0-0052,Lenovo,available,ThinkSystem SR675 V3 (4x H200-SXM-141GB TensorRT),1,AMD EPYC 9655 96-Core Processor,NVIDIA H200-SXM-141GB,4,Inference,stable-diffusion-xl,Server,Queries/s,,4,1,NVIDIA H200-SXM-141GB,available,96,AMD EPYC 9655 96-Core Processor,8.2719
5.0-0053,Lenovo,available,ThinkSystem SR780a V3(8x H200-SXM-141GB TensorRT),1,INTEL(R) XEON(R) PLATINUM 8568Y+,NVIDIA H200-SXM-141GB,8,Inference,3d-unet-99,Offline,Samples/s,,8,1,NVIDIA H200-SXM-141GB,available,48,INTEL(R) XEON(R) PLATINUM 8568Y+,54.6497
